tag;nome;referencia;preco;fornecedor;marca;aplicacao
1930;CATPASTILHA DE FREIO - MN 140GC;599-5581;5366.90;;;CAT 140GC
1316;CATRACA DE FREIO MANUAL DIREITO TR;81632450;171.00;;;
1531;CATRETENTOR - TE D6N;2253281;23.00;;;CAT D6N
2483;"CHAPA 1/2"" X 1.4MT X 1.2MT";;2133.00;;;
2267;"CHAPA GROSSA 1"" 25MM X 60CM X 2,5MT";25MM X 60CM X 2,5MT;3242.00;;;
3364;CHAPA ZINCADA;ZINCO;65.00;;;
838;CHAPEU DE PALHA;54505;15.00;;;
2105;"CHAVE AJUSTAVEL 18"" 460MM (INGLESA)";"18"" 460MM (INGLESA)";315.31;;;
1254;CHAVE COMBINAA 17MM;17MM;13.35;;;
4266;CHAVE COMBINADA 12MM;12MM;20.80;;;
1255;CHAVE COMBINADA 14MM;14MM;11.10;;;
1256;CHAVE COMBINADA 8MM;8MM;6.65;;;
2104;CHAVE COMBINADA GEDORE 34MM;34MM;139.40;;;
966;CHAVE COMBINADA GEDORE 36MM;36MM;156.83;;;
965;CHAVE COMBINADA GEDORE 38MM;38MM;164.30;;;
2101;CHAVE COMBINADA GEDORE 41MM;41MM;232.34;;;
1253;CHAVE COMBINADO 19MM;19MM;42.25;;;
2236;CHAVE DE BIELA 10MM;10MM;23.92;;;
2237;CHAVE DE BIELA 12MM;12MM;25.71;;;
2238;CHAVE DE BIELA 13MM;13MM;28.28;;;
2239;CHAVE DE BIELA 15MM GEDORE;15MM;29.99;;;
2235;CHAVE DE BIELA 8MM;08MM;24.85;;;
2107;CHAVE DE FENDA GEDORE 06X150MM (1/4X6);06X150MM (1/4X6);14.04;;;
4079;CHAVE DE IMPACTO 1'' 33MM LONGA;1'' 33MM;130.00;;;
4078;CHAVE DE IMPACTO LONGA 34MM 1'';6579;115.00;;;
17;CHAVE GERAL MAQUINAS 24V;;167.00;;;
1663;CHAVE MAGNETICA 32A RELÉ TERMICO 17~25A 220V;CP22525;315.00;;;
1197;"CHAVE PNEUMATICA 1"" LONGA SK -79";SK-79;2121.00;;;
4112;CHICOTE CONECTOR LANTERNA DO FAROL 2 VIAS;ETE7731;24.99;;;
4115;CHICOTE ELÉTRICO 2 VIAS;FLXCH27687;37.38;;;
3302;CHICOTE ELETRICO 5,5 CARRETA;DNI8345;161.50;;;
4111;CHICOTE REPARO ALTERNADOR 5 VIAS;ETE7599;79.50;;;
4110;CHICOTE REPARO BICO INJETOR 2 VIAS;ETE9731;19.99;;;
4109;CHICOTE REPARO BOMBA DE GASOLINA GM 2 VIA;ETE7756;43.98;;;
1113;CHUVEIRO;CCV1;21.50;;;
1188;CILINDRO BROTHER HL1212;CILINDRO BRO;80.00;;;
1196;CIMENTO VULCANIZANTE SOLUÇÃO DE BORRACHA;CIMENTO VULC;56.18;;;
4259;"CINTA PARA ANEIS DE PISTÃO Nº 1 53-125MM 3""";333,0001;63.00;;;
3146;CINTA PARA SACAR FILTRO;;21.00;;;
1205;CLIPE P/ PAPEL 4.0 CX 400UN;CLIPE P/ PAP;19.00;;;
4045;CLIPER PARA CABO DE AÇO 1';;25.00;;;
2458;"CLIPS AÇO 25 MM - 1""";;14.70;;;
4010;COLETOR SOPRADOR BG86;41441202301;42.00;;;
1491;COLUNA DE DIREÇÃO WORKER;RCD178;1233.00;;;
1455;COMPRESSOR AR D5, WEILER;320-1291;2199.00;;;CAT D5
4065;COMUTADOR CHAVE DE IGNIÇÃO 1720;IM11236S;137.00;;;MB 1720
4050;CONECTOR 16 VIAS DO MODULO MB OF1418;;0.00;;;MB 1418
2826;CONECTOR 4 VIAS;EG-7664;15.66;;;
3155;CONECTOR DO FAROL LAMPADA H1 F-4000;ETE8075;11.03;;;FORD F-4000
4294;CONECTOR ENGATE RAPIDO MACHO E FEMEA PARA MAQUINA DE SOLDA;CG 500;92.00;;;
4293;CONECTOR FEMEA 13MM ENGATE RAPIDO PARA MAQUINA DE SOLDA;CG 500;86.00;;;
4363;CONECTOR MACHO 1/4 NPT X TUBO 10MM;1/4 NPT X 10MM;18.50;;;
4362;CONECTOR MACHO 1/4 NPT X TUBO 8MM;1/4 NPT X 8MM;18.50;;;
3219;CONECTOR PARA CABO DE SOLDA CG 500;12271012;89.00;;;
2308;CONECTOR PERFURANTE 1,5-10 DERIVAÇÃO 10-95MM;10-95MM;9.00;;;
2011;CONEXÃO 45° SEDE PLANA 1/2 -8;1/2 -8;45.00;;;
3045;CONEXÃO 45° SEDE PLANA 1/4;1/4;10.00;;;
1699;CONEXÃO 45° SEDE PLANA 3/8 -6;45° 3/8 -6;35.00;;;
2007;CONEXÃO 45º SEDE PLANA -10 5/8;-10 5/8;55.00;;;
1086;CONEXÃO 45º SEDE PLANA -12 3/4;2290418;75.00;;;
384;CONEXÃO 45º SEDE PLANA 1.7X16X1 P/;26;120.00;;;
2181;"CONEXÃO 45º SEDE PLANA 1""";"SEDE PLANA 1""";97.00;;;
1702;CONEXÃO 90° SEDE PLANA 1/2 -8;90° 1/2 -8;40.00;;;
1698;CONEXÃO 90° SEDE PLANA 3/8 -6;90° 3/8 -6;35.00;;;
3046;"CONEXÃO 90º SEDE PLANA 1""";"1""";40.00;;;
548;CONEXÃO CAPA RAIADA -10 5/8;4454511;30.00;;;
2012;CONEXÃO CAPA RAIADA -4 1/4;-4 1/4;18.00;;;
385;"CONEXÃO CAPA RAIADA 1"" -16";00402-16;45.00;;;
1700;CONEXÃO CAPA RAIADA 1/2 -8;CAPA 1/2 - 8;28.00;;;
3043;CONEXÃO CAPA RAIADA 1/4;1/4;5.00;;;
386;CONEXÃO CAPA RAIADA 3/4 -12;00402-12;35.00;;;
1697;CONEXÃO CAPA RAIADA 3/8 -6;CAPA 3/8;22.50;;;
4217;CONEXÃO CURVA ENGATE RÁPIDO COMBUSTÍVEL;693.997.0172;36.00;;;
1784;CONEXÃO ENGATE RAPIDO ALUMINIO 06MM;260306M;22.50;;;
1782;CONEXÃO ENGATE RAPIDO ALUMINIO 08MM;RODO31A-DIP;24.50;;;
1783;CONEXÃO ENGATE RAPIDO ALUMINIO 10MM;260310M;21.00;;;
1781;CONEXÃO ENGATE RAPIDO METAL 12MM;260312M;27.50;;;
2854;CONEXÃO ENGATE RAPIDO METAL 16MM;16MM;25.00;;;
317;CONEXÃO ENGATE RAPIDO METAL 6MM;6MM;2.00;;;
1005;CONEXÃO ENGATE RAPIDO PLASTICO 10MM;7017A;3.10;;;
1006;CONEXÃO ENGATE RAPIDO PLASTICO 12MM;7018A;3.50;;;
2849;CONEXÃO ENGATE RAPIDO PLASTICO 14MM;14MM;4.50;;;
2852;CONEXÃO ENGATE RAPIDO PLASTICO 16MM;16MM;12.00;;;
2839;CONEXÃO ENGATE RAPIDO PLASTICO 4MM;4MM;1.90;;;
372;CONEXÃO ENGATE RAPIDO PLASTICO 6MM;6MM;6.14;;;
2845;CONEXÃO ENGATE RAPIDO PLASTICO COTOVELO 10MM;10MM;8.00;;;
2848;CONEXÃO ENGATE RAPIDO PLASTICO COTOVELO 12MM;12MM;12.00;;;
2842;CONEXÃO ENGATE RAPIDO PLASTICO COTOVELO 6MM;6MM;2.00;;;
2840;CONEXÃO ENGATE RAPIDO PLASTICO T 6MM;6MM;4.00;;;
2846;CONEXÃO ENGATE RAPIDO T ALUMINIO 10MM;10MM;79.90;;;
2838;CONEXÃO ENGATE RAPIDO T LATAL 08MM;8MM;15.00;;;
2856;CONEXÃO ENGATE RAPIDO T LATAL 16MM;16MM;29.00;;;
2844;CONEXÃO ENGATE RAPIDO T PLASTICO 10MM;10MM;7.00;;;
2847;CONEXÃO ENGATE RAPIDO T PLASTICO 12MM;12MM;8.00;;;
2851;CONEXÃO ENGATE RAPIDO T PLASTICO 14MM;14MM;16.00;;;
2853;CONEXÃO ENGATE RAPIDO T PLASTICO 16MM;16MM;13.00;;;
2837;CONEXÃO ENGATE RAPIDO T PLASTICO 8MM;8MM;2.50;;;
4299;CONEXÃO HIDRAULICA 90° SEDE PLANA 1.3/16X3/4;1.3/16X3/4;58.66;;;
2643;CONEXÃO HIDRAULICA PLANA 90° -12 3/4;3/4 -12;40.00;;;
4295;CONEXÃO HIDRAULICA RETA SEDE PLANA 1.1/4;1.1/4;0.00;;;
4298;CONEXÃO HIDRAULICA SEDE PLANA 90° 1.7/16 X 1;90° 1.7/16 X 1;52.73;;;
2393;CONEXÃO MACHO 16MMXTUBO08MM;16MMXTUBO08MM;18.50;;;
2392;CONEXÃO MACHO 16MMXTUBO10MM;16MMXTUBO10MM;19.90;;;
2394;CONEXÃO MACHO 16MMXTUBO12MM;16MMXTUBO12MM;24.00;;;
2462;CONEXÃO PLANA 1/4 45°;;25.00;;;
2461;CONEXÃO PLANA RETA -4 1/4;;20.00;;;
1427;CONEXÃO RETA SEDE PLANA -10 5/8;2288529;40.00;;;
1087;CONEXÃO RETA SEDE PLANA -12 3/4;8165-1212;45.00;;;
4297;CONEXÃO RETA SEDE PLANA 1.7/16 X 1;1.7/16 X 1;61.60;;;
2031;"CONEXÃO RETA SEDE PLANA 1"" -16";"1"" -16";65.00;;;
2191;"CONEXÃO RETA SEDE PLANA 1"" -16";"SEDE PLANA 1"" -16";45.00;;;
1703;CONEXÃO RETA SEDE PLANA 1/2 -8;1/2 -8;35.00;;;
3044;CONEXÃO RETA SEDE PLANA 1/4;1/4;8.00;;;
1705;CONEXÃO RETA SEDE PLANA 3/8 -6;RETA 3/8 -6;20.00;;;
4364;CONEXÃO T MACHO CENTRAL 8 X 16MM1 5X10 C/ORING;8 X 16MM1 5X10;37.50;;;
4366;CONEXÃO T MACHO CENTRAL RAPIDO 10MM X 16MM COMPLETO;10MMX16MM;59.90;;;
4365;CONEXÃO T MACHO CENTRAL RAPIDO 12MM X 16MM COMPLETO;12X16MM;54.90;;;
2843;CONEXÃO UNIÃO COTOVELO 10MM;10MM;22.00;;;
2113;CONEXÃO UNIÃO COTOVELO 6MM;CONE91;20.22;;;
2114;CONEXÃO UNIÃO COTOVELO 8MM;CONE92;27.15;;;
369;CONEXÃO UNIÃO PORCA E ANILHA METAL 10MM;CONE06C;11.24;;;
361;CONEXÃO UNIÃO PORCA E ANILHA METAL 12MM;CONE07C;15.24;;;
2850;CONEXÃO UNIÃO PORCA E ANILHA METAL 14MM;14MM;25.00;;;
2855;CONEXÃO UNIÃO PORCA E ANILHA METAL 16MM;16MM;28.00;;;
371;CONEXÃO UNIÃO PORCA E ANILHA METAL 6MM;CONE04C;6.14;;;
370;CONEXÃO UNIÃO PORCA E ANILHA METAL 8MM;CONE05C;9.28;;;
312;CONEXÃOENGATERAPIDOPLASTICO10M;PU 10MM;8.40;;;
311;CONEXÃOENGATERAPIDOPLASTICO12M;PU 12MM;8.40;;;
309;CONEXÃOENGATERAPIDOPLASTICO14M;PU 14MM;8.40;;;
1489;CONEXÃOENGATERAPIDOPLASTICOJOE;;4.50;;;
1594;CONEXÃOENGATERAPIDOPLASTICOT 1;T10MM;4.00;;;
307;CONEXÃOENGATERAPIDOX16M;PU 16MM;4.60;;;
1004;CONEXÃORAP 08MM COMPLETA;7016A;18.99;;;
383;CONEXÃORETA SEDE PLANA 8165-16-16;7;75.00;;;
549;CONEXÃOTERM.FEMEA FSP-16-16 GIR S;17608;49.92;;;
4227;CONJUNTO PARAFUSO DE RODA TRA;ZM4002268;34.00;;;
3389;CONTAINER PLASTICO 1000L GRADEADO RECICLADO;1000L;650.00;;;
2939;COPO FILTRO RACOR;KR27004CS;150.00;;;
4242;CORREIA AVX13X890 LA;AVX13X890 LA;108.00;;;
3379;CORREIA LISA DA PARAFUSADEIRA DE BANCADA;B-37;39.87;;;
2863;CORREIA 12.5X1075;12.5X1075;65.00;;;
2862;CORREIA 13AV X 1190;13AV X 1190;65.00;;;
1352;CORREIA 8PK1380;8PK1380;86.50;;;
2284;CORREIA 8PK1390;8PK1390;60.40;;;
2858;CORREIA 8PK1445;8PK1445;130.00;;;
2859;CORREIA 8PK1675;8PK1675;140.00;;;
612;CORREIA 8PK2020;8PK2020;130.00;;;
2860;CORREIA 8PK2295;8PK2295;120.00;;;
629;CORREIA 8PK2523 VOLKSWAGEN 17.240;8PK2523;170.00;;;
4177;CORREIA AVX13X1138;AVX13X1138 / 978722;64.90;;;
636;CORREIA AVX13X1280;AVX13X1280;60.00;;;
4178;CORREIA DENTADA AX44;AX44;89.00;;;
2864;CORREIA EM V B-97;B-97;25.00;;;
4201;CORREIA TRAPEZOIDAL 1875MM;AVX13X1875;69.00;;;
4033;CORREIA V B-37;B-17;30.00;;;
627;CORREIA8PK1625 VOLKSWAGEN CAMINHÕ;8PK1625;158.00;;;
1399;CORREIA8PK1650;8PK1650;98.00;;;
613;CORREIA8PK1800;8PK1800;140.00;;;
619;CORREIA8PK2225;8PK2225;132.00;;;
1451;CORREIA9PK2340;;161.09;;;
643;CORREIAEM V A-58;A-58;19.00;;;
1447;CORREIAEM V A-64;A-64;20.00;;;
644;CORREIAEM V A-73;A-73;18.00;;;
108;CORRENTE STIHL 42 DENTES ROLO 819D;3525-000-164;123.00;;;
1173;CORRETIVO FITA;;7.99;;;
1770;"CP FILTRO DE AR 1""";51129;99.00;;;COMPRESSOR DE AR
1760;CP FILTRO DE AR 3/4;1805188;117.00;;;COMPRESSOR DE AR
1758;CP PRESSOSTATO HORIZINTAL 125/175;52515;76.50;;;COMPRESSOR DE AR
1759;CP DRENO 1/4;1515151;25.62;;;COMPRESSOR DE AR
1771;"CP MANOMETRO 300LBS 1/2""";52075;113.00;;;COMPRESSOR DE AR
1769;CP PRESSOSTATO 125-175 4 VIAS;5005;195.00;;;COMPRESSOR DE AR
1772;CP VALVULA DE SEGURANÇA 175LBS;83232;56.15;;;COMPRESSOR DE AR
4245;CRUZETA DO CARDAN;801009;72.00;;;
4001;CRUZETA DO CARDAN DA TRAÇAO DIANTEIRA DO MERCEDES 1418;R10001;77.00;;;MB 1418
4015;CUBO RODA DIANTEIRO HILUX;IR18987C;486.00;;;TOYOTA HILUX
733;CUICA DE FREIO SIMPLES M16MM HASTE;BZ0155;150.00;;;
2781;CURVA DE ESGOTO LONGO 40MM;UN;0.00;;;
777;CURVA TIGRE 90 SOLD 25MM;17397;4.50;;;
2780;CURVA TIGRE 90 SOLD 40MM;40MM;12.00;;;
1564;CZ ABOBORA;ABOBORA;4.65;;;
2190;CZ ABRIDOR DE LATA E SACA ROLHA;15142;8.15;;;
2411;CZ AÇAFRÃO 30G;FDO 1 X 20 30G;2.91;;;
591;CZ ACHOCOLATADO EM PÓ;AC;5.99;;;
171;CZ AÇÚCAR 1KG;AÇÚCAR FD 1 X 30 1KG;3.29;;;
584;CZ AGUA SANITARIA 1LT;AGUA SANITARIA FD 1 X 12 1LT;1.99;;;
773;CZ ALHO DE CABEÇA;ALHO FRITO;24.20;;;
185;CZ ALHO TRITURADO SEM SAL 2KG;ALHO CXA 1 X 8 2KG;35.29;;;
175;CZ ARISCO 300G;ARISCO 1 X 24 300G;3.29;;;
167;CZ ARROZ 1KG;ARROZ FD X 10 1KG;4.39;;;
190;CZ AZEITE DE DENDÊ;AZEITE D;7.00;;;
1163;CZ BANANA;;135.00;;;
485;CZ BATATA;BATATA;157.00;;;
873;CZ BETERRABA;BETERRABA;4.75;;;
199;CZ BISCOITO SALT PLUS ORIGINAL BRANDINI 360G;BISCOITO SAL CX 1 X 20 360G;5.00;;;
200;CZ BISCOITO TRADICIONAL DOCE 3 EM;BISCOITO DOC;5.99;;;
1057;CZ BOMBRIL;BOMBRIL;1.69;;;
197;CZ BOTIJA DE GÁS;GÁS;130.00;;;
259;CZ BUCHO;BUCHO;12.20;;;
170;CZ CAFÉ 500G;CAFÉ FD 1 X 20 250G;14.99;;;
448;CZ CALABRESA ( PC COM 2,5KG);CALABRESA COD: 852 - 821 - 850;20.41;;;
1510;CZ CALDO KNNOR 114G;CALDO;1.94;;;
191;CZ CARNE BOVINA;CARNE;24.80;;;
2100;CZ CARNE MOIDA;;23.00;;;
1181;CZ CARNE SUINA;SUINO;17.00;;;
484;CZ CEBOLA;CEBOLA;95.00;;;
486;CZ CENOURA;CENOURA;128.00;;;
2771;CZ CIF DESENGORDURANTE 500ML;CIF;21.00;;;
1338;CZ COCO RALADO FREDÃO;COCO;3.29;;;
205;CZ COPO DESCARTAVEL 180ML PACOTE C;COPO;3.76;;;
501;CZ CORAÇÃO;CORAÇÃO;10.50;;;
177;CZ CORANTE 500G;CORANTE CX 1 X 20 500G;5.29;;;
211;CZ DESINFETANTE 500ML;DESINFETANTE;5.45;;;
210;CZ DETERGENTE LIQUIDO 500ML;DETERGENTE FD 1 X 24 500ML;2.49;;;
1066;CZ ESCOVA DE LAVAR ROUPAS;;2.69;;;
595;CZ ESPONJA DUPLA FACE;ESONJA;0.69;;;
2077;"CZ FACA 10""";SQ-2517;25.00;;;
1410;CZ FACA AÇOUGUEIRO PROFICIONAL;FACA;43.99;;;
771;CZ FARINHA;FARINHA;5.83;;;
169;CZ FEIJÃO 1KG;FEIJÃO FD 1 X 10 1KG;6.50;;;
1997;CZ FEIJÃO BRANCO 1KG;FEIJÃO BRANCO;6.15;;;
188;CZ FERMENTO BIOLOGICO;FERMENTO B;11.00;;;
187;CZ FERMENTO QUÍMICO 1KG;FERMENTO Q;5.35;;;
258;CZ FIGADO;FIGADO;12.00;;;
282;CZ FRANGO CONGELADO;FRANGO;9.60;;;
921;CZ ISQUEIRO BIC;BIC;3.49;;;
596;CZ LARANJA;LARANJA;130.00;;;
920;CZ LEITE CONDENSADO 395G;395G;5.49;;;
1608;CZ LEITE DE COCO;;8.75;;;
189;CZ LEITE EM PÓ 200G;LEITE FD 1 X 50 200G;7.39;;;
213;CZ LIMPA ALUMINIO 500ML;LIMPA ALUMINIO CX 1 X 24 500ML;1.99;;;
922;CZ LINGUIÇA TOSCANA PC C/ 2,5KG;COD: 842 - 841;15.49;;;
597;CZ MAÇÃ;MAÇÃ;5.45;;;
173;CZ MACARRÃO 500G;MACARRÃO FD 1 X 25 400G;2.65;;;
202;CZ MACARRÃO PARAFUSO 500G;MACARRÃO FDO 5 X 4 500G;4.70;;;
391;CZ MANTEIGA C/ SAL LATA 10KG;2119;448.80;;;
186;CZ MARMITA;MARMITA;0.52;;;
168;CZ MILHARINA FLOCÃO;MILHARINA FD 1 X 20 500G;1.99;;;
1047;CZ MILHO BRANCO CANJICA;MILHO FDO 1 X 20 500G;4.29;;;
201;CZ MISTURA PARA BOLO;MISTURA CX 1 X 12 450G;4.99;;;
413;CZ MOCOTO SERRADO;MOCOTO;6.30;;;
180;CZ MOLHO DE TOMATE 190G;MOLHO CXA 1 X 24 300G;2.35;;;
184;CZ MOLHO SHOYU;SHOYU CXA 1 X 24 150ML;1.79;;;
174;CZ ÓLEO DE SOJA 900ML;ÓLEO DE SOJA FD 1 X 20 900ML;8.69;;;
196;CZ OVO BRANCO UND;OVO 1CX X 360UN;0.74;;;
590;CZ PALITO DE DENTE;PALITO;0.65;;;
203;CZ PAPEL ALUMINIO;PAPEL CXA 1 X 25 ROLO;3.48;;;
208;CZ PAPEL HIGIÊNICO 04 ROLOS;PAPEL H;4.66;;;
592;CZ PAPEL TOALHA 02 ROLOS;PAPEL T;4.19;;;
1182;CZ PEIXE;PEIXE;15.00;;;
1164;CZ PEPINO;PEPINO;92.00;;;
487;CZ PIMENTÃO;PIMENTÃO;6.25;;;
526;CZ REPOLHO;REPOLHO;4.75;;;
1511;CZ RODO COM CABO;VASSOURA;18.48;;;
209;CZ SABÃO EM BARRA 500G;SABÃO BARRA CX 1 X 20 500G;3.90;;;
212;CZ SABÃO EM PÓ 500G;SABÃO EM PÓ FD 1 X 27 400G;3.99;;;
206;CZ SACO DE LIXO 100L ROLO 25UND;SACO 100;19.90;;;
593;CZ SACO DE LIXO 200L ROLO 25UND;200L;22.75;;;
207;CZ SACO DE LIXO 50L ROLO 50UND;SACO 50;7.50;;;
2200;CZ SACO DE LIXO DE 30LT;30LT;9.00;;;
176;CZ SAL 1KG;SAL FD 1 X 30 1KG;1.69;;;
183;CZ SAZON SACHE 60G;SAZON;4.99;;;
195;CZ SUCO EM PÓ CAIXA COM 18UND;SUCO CX 1 X 10 18 18G;11.50;;;
483;CZ TOMATE;TOMATE;167.00;;;
181;CZ TRIGO COM FERMENTO 1KG;TRIGO COM FERM 1 X 10 1KG;5.45;;;
182;CZ TRIGO SEM FERMENTO 1KG;TRIGO SEM FERM 1 X 10 1KG;4.39;;;
2076;CZ VASSOURA COM CABO;0100953;12.00;;;
1058;CZ VEJA MULTIUSO;VEJA CX 4 X 6 500ML;5.99;;;
172;CZ VINAGRE 500ML;VINAGRE FD 1 X 12 500ML;1.89;;;
2377;DENSIMETRO ANALISE DE COMBUSTIVEL 800/850;800/850;155.00;;;
75;DESATIVADO;ÓLEO 15W40 C;20.21;;;
4104;DESCARBONIZANTE DE CARBURADOR E BICOS INJETORES 300ML;9850117;34.83;;;
390;DESENGRIPANTE 300ML;11612;15.30;;;
559;"DIAFRAGMA DE CUICA DE FREIO 6""";40110363;22.00;;;
550;DIESEL;;6.00;;;
333;"DISCO DE CORTE 7"" X 1/16"" X 7";7 X 1/16 X 7;5.00;;;
2774;DISCO DE DESBASTE 4,5X1/4X22.2MM;4,5X1/4X22.2MM;5.20;;;
454;DISCO DE DESBASTE 180X6,0X22,23MM;2608619744;16.50;;;
1543;DISCO DE SERRA CIRCULAR PARA MADEI;"7.1/4""X20MM";42.00;;;
452;DISCO FLAP GRÃO 80 115X22,23MM 4 1;2608619290;8.00;;;
453;DISCO FLAP GRÃO 80 180X22,23MM 7TT;2608619294;22.00;;;
4105;DISCO FREIO DIANTEIRO VOLVO L70E/FL60F;15023672;348.93;;;
2776;DISCO SERRA CIRCULAR 7.1/4 COM 60 DENTES;2608640854;250.00;;;
2305;DISJUNTOR BIPOLAR 25AMP;25AMP;31.11;;;
2306;DISJUNTOR MONO 40AMP;40AMP;11.11;;;
3217;DISJUNTOR TRIFASICO 100A 6KA DIN TAF;100A 6KA DIN TAF;126.00;;;
2687;DISJUNTOR TRIFASICO 200 AMPERES;E04-102003;310.00;;;
1488;DISJUNTOR TRIFASICO 415V ~ 50/60HZ;TDJ3;65.00;;;
2313;DOBRADIÇA;;3.00;;;
1368;DOBRADIÇA 1/2;DOBRADIÇA;9.90;;;
4279;DOBRADIÇA PORTA CADEADO 3,5POL;30033;7.10;;;
1788;DRENO DO BALÃO DE AR 22 MM;CTC-VD0426;15.07;;;
1129;ELEMENTO FILTRANTE PARA BEBEDOURO PARA FILTRO DE ENTRADA 9.3/4;ELEMENTO FIL;40.00;;;
1559;ELEMENTO FILTRANTE PARA FILTRO DES;;60.00;;;
2286;ELETRODO 6013 3,25;6013;0.77;;;
2269;ELETRODO ALUMINIO OK AISI12 3.2X 350MM;OK AISI12 3.2X 350MM;8.46;;;
893;ELETRODO DE CARVÃO 1/4 X 12;1/4 X 12;2.99;;;
1886;ELETRODO DS-18 7018 2.25MM;7018 2.25MM;0.38;;;
887;ELETRODO DS-18 7018 3.25MM;DS18 7018 3.;0.37;;;
912;ELETRODO DURO 450X4.00MM DS-500 ST;450X4.00MM;50.00;;;
686;ELETRODO E6013 2,50;E6013;18.00;;;
1854;ELETRODO E6013 4,0MM;E6013400;0.72;;;
544;ELETRODO E7018 4.00MM;6198;0.70;;;
1888;ELETRODO FERRO FUNDIDO UTP 8;UTP8;630.00;;;
545;ELETRODO OK 61.30 2,5MM- CROMO NIQUEL;OK 61.30;0.65;;;
2363;ELETRODO OK 61.30 3,25MM- CROMO NIQUEL;OK 61.30 3,25MM;125.00;;;
4122;EMBREAGEM DO COMPRESSOR ESTRIADA;;104.50;;;
4083;EMBREAGEM DO COMPRESSOR 7H15 EIXO CHAVETA - 125015;DI125015;49.11;;;
1931;ENGATE AUTOMATICO BOCA DE LOBO;1870120000;2850.00;;;
1114;ENGATE FLEXEVEL PARA DESCARGA DE V;EN40;7.50;;;
2481;ENGATE RAPIDO M22 COMPLETO;M22;37.50;;;
4114;ENGATE RÁPIDO PRESSÃO DE BAIXA QCLA;20003.1001.65;32.00;;;
1273;ENGRANAGEM MOVEL 36 DENTES;EMBRAGEM;1273.62;;;
1366;ENGRANAGEM PARA COMPREESSOR 2CIL 8;;431.00;;;
699;ENXADA LARGA S/ CABO;ENXADA;54.00;;;
1161;EPI ABAFADOR AUDITIVO L-320C ACOPL;ABAFADOR;59.50;;;
1149;EPI ADAPTADOR DE CAPACETE;ADAPTADOR 2;36.70;;;
1153;EPI AVENTA DE RASPA (SOLDADOR);AVENTA DE RA;40.00;;;
926;EPI AVENTAL PCV IMPERMEAVEL;AVENTAL;20.00;;;
927;EPI AVENTAL PCV IMPERMEAVEL TRANSP;AVENTAL 2;20.00;;;
1154;EPI AVENTAL TERMICO;CA 29046;184.00;;;
1152;EPI AVENTAL VINIL TIRA SOLDADA;CA44668;8.90;;;
933;EPI BONE ARABE;BONÉ;19.00;;;
923;EPI BOTA BICO COMPOSITE;EPI;55.90;;;
1162;EPI BOTA COTURNO BICO PVC;CA27562;160.00;;;
1169;EPI BOTA PVC IMPERMEAVEL BRACOL;CA37456;38.50;;;
1139;EPI CALÇA MFA;;185.00;;;
1141;EPICAMISA;CAMISA;72.00;;;
1130;EPICAPACETE DE SEGURAÇA S/ JUGULA;CA31469;50.00;;;
1145;EPICARNEIRA PARA CAPACETE;65069090;4.50;;;
1138;EPICHAPEU DE PALHA ABA;;13.60;;;
1147;EPIJUGULAR SILICONE;CA31469-1;1.50;;;
1146;EPIJUGULAR TECIDO -CAMPER;JUGULAR;3.35;;;
1148;EPILENTE TELADA;LENTE TELADA;28.00;;;
1140;EPILUVA ANTIVIBRAÇÃO GORILA;CA38257;60.35;;;
1136;EPILUVA DE MALHA PIGUIMENTADA;0;1.80;;;
928;EPILUVA LATEX C/LONGO PAR;LUVA LATEX;11.90;;;
1137;EPILUVA MOTOSSERISTA;CA25636;35.98;;;
1142;EPILUVA QUIMICA GRUPO 3;GRUPO TRES;6.70;;;
1131;EPILUVA RANHURADA D 2020;3;9.90;;;
929;EPILUVA RASPA C/CURTO PAR;LUVA RASPA;11.80;;;
1134;EPILUVA SOLDA;LUVA SOLDA;32.60;;;
830;EPILUVA TATIL BLACK;56929;4.50;;;
936;EPILUVA TERMICA CREME PARA MÃOS;;20.00;;;
925;EPILUVA VINIL CAIXA/100UND;LUVA VINIL;13.00;;;
1150;EPIMASCARA DESCARTAVEL;MASCARA 1;4.90;;;
831;EPIMASCARA PFF2 S/F;2669;0.99;;;
832;EPIOCULOS FENIX FUME;22515;3.75;;;
930;EPIOCULOS FENIX INCOLOR;OCULOS FENIX;3.75;;;
1135;EPIPERNEIRA 3T PRETA;CA44234;22.70;;;
1132;EPIPROTETOR AURICULAR 14DB;CA35981;0.85;;;
932;EPIPROTETOR SOLAR FPS60 120G;PROTETOR S;11.40;;;
1155;EPISAPATO IMPERMEAVEL BRANCO;CA 38590;74.00;;;
924;EPITOUCA DESCARTAVEL BRANCA PCT/1;TOUCA;9.60;;;
3330;ESCAPEMENTO COMPLETO MOTOR ESTACIONARIO MWM 4CIL;;2487.00;;;
2314;ESCAPULA DE REDE 110KG;;10.00;;;
2775;ESCOVA COPO 100X14;05037255;37.00;;;
2469;ESCOVA DE AÇO MANUAL;05029910;9.00;;;
1351;ESCOVA DE AÇO ROTATIVA 100MM;ESCOVA DE AÇ;30.00;;;
2209;ESCOVA DE LAVAR ROUPA;DF;4.00;;;
1775;ESGUICHO REGULAVEL PARA LAVAGEM;4584;68.00;;;
1109;ESMALTE SINTETICO INDUSTRIAL 3,6L;5940;185.70;;;
1367;"ESMERIL MINI RETIFICA RETA 1/4""";701061500;195.00;;;
